PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
k,k,r300f,,6s8d2h2dJc7s6c8c,100|-100,laak.phil.2,DeepStack 
r300f,,,,2s7c8cJh,-100|100,DeepStack,laak.phil.1 
k,r250r500f,,,7d4d6dTd8d5hTh,-250|250,laak.phil.4,DeepStack 
r300f,,,,8h5sKh5h,-100|100,DeepStack,laak.phil.2 
f,,,,Jh5s3s2h,50|-50,laak.phil.1,DeepStack 
f,,,,QcTs3h9c,50|-50,DeepStack,laak.phil.2 
r300f,,,,5cThQcAd,-100|100,laak.phil.2,DeepStack 
r250c,cr625f,,,6hTh8cKs4d3c7c,-250|250,DeepStack,laak.phil.1 
f,,,,6c2s7d3c,50|-50,DeepStack,laak.phil.4 
r300f,,,,4d3hJs3s,-100|100,laak.phil.2,DeepStack 
r500f,,,,5d8h4sTs,-100|100,DeepStack,laak.phil.2 
r500f,,,,4cQhTs4s,-100|100,DeepStack,laak.phil.2 
k,r300r600c,cr1200f,,6cJh7dQd8dTh9hJc,-600|600,laak.phil.2,DeepStack 
r200f,,,,6h3sTh3h,-100|100,laak.phil.4,DeepStack 
k,k,r400f,,Ac8sJs3c7hAh7c4s,100|-100,laak.phil.1,DeepStack 
r200r600c,k,cr1800f,,JhKh9d9s4sTd3s8c,-600|600,laak.phil.2,DeepStack 
r300c,cr750r1500c,cr4500f,,5h8hAhTh4d5c7d4s,-1500|1500,DeepStack,sun.kaishi.1 
r300c,cr750f,,,9c6cQd7hQhQc5h,-300|300,DeepStack,laak.phil.4 
r200c,cr600f,,,2cAdAsAc6hJs5c,-200|200,laak.phil.4,DeepStack 
r300r900c,k,k,r1800f,AcQc7s8s5dTdKsKcQd,900|-900,DeepStack,laak.phil.2 
f,,,,AcAs3c9s,50|-50,DeepStack,laak.phil.2 
r300c,cr750f,,,6s5cQh4cKsKh2h,-300|300,DeepStack,laak.phil.1 
r300f,,,,6s4cTsQs,-100|100,laak.phil.2,DeepStack 
r500f,,,,Kh7d4h3h,-100|100,DeepStack,laak.phil.2 
f,,,,6c5c8c2h,50|-50,DeepStack,laak.phil.4 
r300c,cr600f,,,Ks7dKhJdTh5hJc,-300|300,laak.phil.1,DeepStack 
k,cr300c,cr600f,,As8c4sTdQh7h5cKc,-300|300,laak.phil.2,DeepStack 
r300f,,,,4s8c5hJc,-100|100,laak.phil.4,DeepStack 
r300f,,,,Tc3d7cTs,-100|100,sun.kaishi.1,DeepStack 
r200c,r600f,,,3d6d2s9sAdKs4d,200|-200,laak.phil.2,DeepStack 
r200c,k,cr500f,,2dJd4cAs7s4h3h7d,-200|200,DeepStack,laak.phil.4 
k,k,cr300f,,Qs6h2dAsJs5dJh3d,-100|100,DeepStack,laak.phil.1 
f,,,,7sKsTh5s,50|-50,DeepStack,laak.phil.2 
f,,,,8h7c4s9c,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,8c5h3hKd,-100|100,DeepStack,laak.phil.2 
cr300f,,,,AcJsJc2d,100|-100,laak.phil.2,DeepStack 
r300f,,,,Qs3cTh5s,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,5h9dQc3c,-100|100,laak.phil.4,DeepStack 
r300f,,,,7dJsQs9h,-100|100,DeepStack,laak.phil.2 
k,r250f,,,Qc3s9sQh5cAc6d,100|-100,laak.phil.2,DeepStack 
cr300c,k,r600f,,4c4sKs9hAs3d2c2d,300|-300,DeepStack,sun.kaishi.1 
r500f,,,,5c8sKc3h,-100|100,DeepStack,laak.phil.4 
k,k,r300f,,5h2s4d8c2d2hAsQc,100|-100,laak.phil.1,DeepStack 
r300f,,,,7h8c9cJc,-100|100,laak.phil.2,DeepStack 
r300f,,,,Jd4s2cKc,-100|100,DeepStack,laak.phil.2 
f,,,,Ad8c6c2d,50|-50,DeepStack,laak.phil.2 
r200c,cr400c,cr800c,cr4000f,9sAd8d7sTc2sJd9d5h,-800|800,laak.phil.4,DeepStack 
f,,,,7h2c2s6d,50|-50,laak.phil.2,DeepStack 
r300f,,,,8s3dQhJc,-100|100,laak.phil.2,DeepStack 
r300c,cr750c,cr2050r6150c,r20000c,QsJhTdJc9sTc7d2dKc,20000|-20000,DeepStack,laak.phil.2 
r500c,r1500c,k,k,JsQc4s8s8d7h9hAsKh,-1500|1500,DeepStack,laak.phil.1 
f,,,,QcKs8c3h,50|-50,DeepStack,laak.phil.2 
r200c,r500c,cr1000f,,QhTc9sJcKd9cKh7c,-500|500,sun.kaishi.1,DeepStack 
k,cr200f,,,6d2cAh2hQsJs5d,-100|100,laak.phil.2,DeepStack 
r300c,cr750f,,,Ad4sQcJh3h8d7c,-300|300,DeepStack,laak.phil.4 
r200c,r600c,r1800c,k,5cAhAs6s8dAc8c6dQc,0|0,laak.phil.2,DeepStack 
f,,,,KdTs7h4d,50|-50,DeepStack,laak.phil.2 
f,,,,9c8c5h2d,50|-50,laak.phil.1,DeepStack 
r300c,cr750c,cr2250f,,Kd5sTdQc4dQd9d7h,-750|750,DeepStack,sun.kaishi.1 
r300c,k,cr1000c,cr2600f,KsJd5sQsAs6cQh9s6s,-1000|1000,DeepStack,laak.phil.1 
r300f,,,,3c4c7d8c,-100|100,laak.phil.4,DeepStack 
r300f,,,,9s5c3hKc,-100|100,laak.phil.2,DeepStack 
r500c,r1000f,,,Td9hJc7dQh8h3h,500|-500,DeepStack,laak.phil.4 
r400f,,,,5d8h2s6s,-100|100,DeepStack,laak.phil.2 
r300f,,,,3s6h3cKh,-100|100,DeepStack,laak.phil.2 
k,r250c,k,k,5c3d9s8h2sAdAhKh2c,0|0,laak.phil.2,DeepStack 
k,r201c,k,r603r3015f,7c9dTcJs4c6cKhQcAd,-603|603,laak.phil.4,DeepStack 
r200f,,,,Jc4h4cAh,-100|100,laak.phil.2,DeepStack 
r300c,r900f,,,Ac3c7s6hJs8c2c,300|-300,sun.kaishi.1,DeepStack 
r200f,,,,Jd5cTh8s,-100|100,laak.phil.1,DeepStack 
r300r900f,,,,Ah9hKs5d,300|-300,DeepStack,laak.phil.2 
f,,,,4cAdJh2c,50|-50,DeepStack,sun.kaishi.1 
r200c,k,k,k,6d4s8d6h9hQhJd9sAs,0|0,DeepStack,laak.phil.1 
f,,,,Kd5s2s4c,50|-50,sun.kaishi.1,DeepStack 
r200f,,,,7h3sQs7d,-100|100,laak.phil.2,DeepStack 
f,,,,Qc7d9d3s,50|-50,DeepStack,laak.phil.2 
f,,,,3h8s2h8h,50|-50,DeepStack,sun.kaishi.1 
cr300f,,,,2c2s4c9d,100|-100,laak.phil.2,DeepStack 
r300c,cr602r1204f,,,As8h9hJd4s3sTs,602|-602,DeepStack,laak.phil.2 
r300c,k,k,k,2dTd6cKs8h2h3sQh4d,300|-300,DeepStack,laak.phil.4 
f,,,,9h3cTh6s,50|-50,DeepStack,laak.phil.2 
f,,,,2sKd2d9h,50|-50,sun.kaishi.1,DeepStack 
f,,,,JsAd2h3s,50|-50,laak.phil.1,DeepStack 
f,,,,JdTh4s7s,50|-50,DeepStack,sun.kaishi.1 
f,,,,Ah4s7h2s,50|-50,laak.phil.2,DeepStack 
r300f,,,,6h9dKdJh,-100|100,laak.phil.2,DeepStack 
r300c,k,k,k,3h3dQh5s9s5dKs6d6s,-300|300,DeepStack,laak.phil.2 
r200c,cr500f,,,2dAsAd3c3d8s9d,-200|200,DeepStack,laak.phil.1 
r300f,,,,Kh6c7dKs,-100|100,sun.kaishi.1,DeepStack 
f,,,,3dTs4cJc,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,3d6s9c4c,-100|100,sun.kaishi.1,DeepStack 
f,,,,4sAh5hTd,50|-50,DeepStack,sun.kaishi.1 
k,cr200f,,,7s3s5d9c8hJh6c,-100|100,sun.kaishi.1,DeepStack 
f,,,,3d4sTh6c,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,4c6d4hTh,-100|100,sun.kaishi.1,DeepStack 
f,,,,3cQs5h8c,50|-50,DeepStack,sun.kaishi.1 
k,k,k,k,QcJsAh8sTs7d6s2c2h,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,7hQc4d4s,-100|100,DeepStack,sun.kaishi.1 
r200r600f,,,,9dQh3c4h,200|-200,sun.kaishi.1,DeepStack 
r300c,cr750c,k,cr2250c,4cTcTd8c9s6h4d6s2c,2250|-2250,DeepStack,sun.kaishi.1 
cr300f,,,,Ac8c3sTc,100|-100,sun.kaishi.1,DeepStack 
r300f,,,,6hJcTs8s,-100|100,DeepStack,sun.kaishi.1 
f,,,,Ks9d8c2h,50|-50,sun.kaishi.1,DeepStack 
f,,,,Jd4sTc7d,50|-50,DeepStack,sun.kaishi.1 
k,cr200c,r500f,,Tc3d9cAhKdTs7h6s,200|-200,sun.kaishi.1,DeepStack 
k,k,k,k,4dJh8cKh2sAsQsKc5d,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,2s9c5s8c,-100|100,sun.kaishi.1,DeepStack 
f,,,,3h6hTh3c,50|-50,DeepStack,sun.kaishi.1 
k,k,k,k,8c5s4sQh8d7cKs2hKh,100|-100,sun.kaishi.1,DeepStack 
r300r900r1500c,cr4500f,,,7dTd4d4sJh2sQd,-1500|1500,DeepStack,sun.kaishi.1 
r300f,,,,9s6hAhJc,-100|100,sun.kaishi.1,DeepStack 
f,,,,TsKhTc5c,50|-50,DeepStack,sun.kaishi.1 
k,k,k,k,Th8d5sAh7hTd4s7sJd,100|-100,sun.kaishi.1,DeepStack 
f,,,,3dAhQh2s,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,Js5cQsJd,-100|100,sun.kaishi.1,DeepStack 
f,,,,7hJc9d2d,50|-50,DeepStack,sun.kaishi.1 
k,cr200c,k,cr600c,8h3sKdJdAc2d4h3h8c,600|-600,sun.kaishi.1,DeepStack 
f,,,,Td5s2cQh,50|-50,DeepStack,sun.kaishi.1 
r300r900c,r2250c,r6750c,r20000c,AcKsJd9d8cKhTh9s7s,-20000|20000,sun.kaishi.1,DeepStack 
r300r900f,,,,AsQh5sAd,300|-300,DeepStack,sun.kaishi.1 
k,k,k,cr300f,4c8c4d7s3h8hKc7h2c,-100|100,sun.kaishi.1,DeepStack 
f,,,,Qc8s7cKc,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,Qh8dKcJd,-100|100,sun.kaishi.1,DeepStack 
f,,,,Kh8hKs5h,50|-50,DeepStack,sun.kaishi.1 
k,cr200f,,,Td4c4sThQs8s3d,-100|100,sun.kaishi.1,DeepStack 
r200f,,,,Qs2h8cKs,-100|100,sturc.martin.4,DeepStack 
r300c,cr750f,,,5d6hAh9h3dQh9c,-300|300,DeepStack,sun.kaishi.1 
k,k,cr200c,cr600f,Qh8hJd4sKs8c5s3hJh,-200|200,sun.kaishi.1,DeepStack 
r300c,k,k,k,As3hJcKs5h6s8s8c2h,300|-300,DeepStack,sun.kaishi.1 
f,,,,3d9c4d2c,50|-50,sturc.martin.1,DeepStack 
r300r900f,,,,Td9dQc5d,300|-300,DeepStack,sturc.martin.1 
r200c,k,r400c,r700f,9hTsQd7hKs6s9sThKd,400|-400,sturc.martin.2,DeepStack 
r300c,k,k,cr600c,5cAcTc7dKd8s3s3cQh,600|-600,sturc.martin.1,DeepStack 
r300f,,,,2h3cKd4c,-100|100,DeepStack,sturc.martin.2 
r300c,k,k,k,Ac2h4cAh9dKsQd9c3s,0|0,DeepStack,sturc.martin.1 
r300f,,,,5hJsTs9c,-100|100,sturc.martin.2,DeepStack 
r300f,,,,6s4c8d7d,-100|100,DeepStack,sturc.martin.2 
r300f,,,,6c3sTd9d,-100|100,sturc.martin.1,DeepStack 
f,,,,3cTc4s2c,50|-50,sturc.martin.2,DeepStack 
r300c,k,k,r900f,Ad2c5hJhQhAc6dQc9c,300|-300,DeepStack,sturc.martin.2 
r300r900r2400r20000c,,,,QcQdKsAdQsAsJcTd8d,-20000|20000,DeepStack,sturc.martin.1 
r300c,k,r600f,,Th9d7cAd9c3cKh6s,300|-300,sturc.martin.1,DeepStack 
f,,,,Qs5h4h2c,50|-50,DeepStack,sturc.martin.1 
r300c,cr600c,k,cr1200f,QdJh4c3sTs8sTh5hKh,-600|600,sturc.martin.2,DeepStack 
k,r200c,r400c,k,9d2cQd4c3dQh3c8h8c,-400|400,sturc.martin.1,DeepStack 
r200r600f,,,,3s3d8sTs,200|-200,DeepStack,sturc.martin.4 
r300f,,,,Td5c7d6d,-100|100,DeepStack,sturc.martin.2 
r300c,r900f,,,JcQd7s8h4dJs5s,300|-300,DeepStack,sturc.martin.1 
cr400c,k,k,r800f,Ks4c7dQdAcAd9h3s4s,400|-400,sturc.martin.2,DeepStack 
r300r900f,,,,QdAhKd5h,300|-300,sturc.martin.4,DeepStack 
r300r900f,,,,QdAs4d5s,300|-300,sturc.martin.1,DeepStack 
f,,,,2c9h9s7s,50|-50,DeepStack,sturc.martin.4 
r300c,r600c,cr1000f,,6sTsQh7c2d9d7h9h,-600|600,DeepStack,sturc.martin.1 
r300c,k,k,cr900f,Ah6h7d9hJs5h9d4c4s,-300|300,sturc.martin.4,DeepStack 
f,,,,7d7s8s5d,50|-50,DeepStack,sturc.martin.2 
k,cr300c,k,r900f,Qd6dQcKd4c2s5h4s3d,300|-300,sturc.martin.1,DeepStack 
f,,,,4dKh7d2h,50|-50,sturc.martin.2,DeepStack 
r300f,,,,3cKh2cAh,-100|100,DeepStack,sturc.martin.2 
r300f,,,,3cJhTs6d,-100|100,sturc.martin.2,DeepStack 
r300f,,,,6cThQs6h,-100|100,DeepStack,sturc.martin.1 
f,,,,AdQc2hTc,50|-50,DeepStack,sturc.martin.2 
cr400c,r800f,,,9d8s5h4dAcQc6d,400|-400,sturc.martin.1,DeepStack 
r200f,,,,5h9c6cTd,-100|100,sturc.martin.2,DeepStack 
r300f,,,,5c9s4dAc,-100|100,DeepStack,sturc.martin.2 
r300f,,,,Tc7s2h2s,-100|100,DeepStack,sturc.martin.1 
r200c,cr400f,,,Ad3cJs9sQc5h7d,-200|200,sturc.martin.3,DeepStack 
f,,,,4h5s3h2s,50|-50,sturc.martin.2,DeepStack 
r200c,cr400f,,,Kh6h6c9cJs7s8c,-200|200,sturc.martin.1,DeepStack 
f,,,,9cAdTc4c,50|-50,DeepStack,sturc.martin.2 
f,,,,Qh5s2h3c,50|-50,sturc.martin.2,DeepStack 
k,cr200f,,,5hAdTs9h4sJd8d,-100|100,sturc.martin.4,DeepStack 
f,,,,5c4h6sQc,50|-50,DeepStack,sturc.martin.2 
f,,,,9c8d2hKs,50|-50,DeepStack,sturc.martin.3 
r300r900f,,,,JdAh5dKc,300|-300,DeepStack,sturc.martin.1 
r300f,,,,6cQs4sAh,-100|100,sturc.martin.2,DeepStack 
k,cr200c,cr600c,k,Kh3d9c4s4cQsKsTd7d,600|-600,sturc.martin.3,DeepStack 
r300f,,,,Jh6sQd2c,-100|100,DeepStack,sturc.martin.2 
k,cr200f,,,2cTd3d6c6hKcQs,-100|100,sturc.martin.1,DeepStack 
k,k,k,cr300f,3d9c4c3s6hQhJdTd2c,-100|100,sturc.martin.2,DeepStack 
r300c,k,k,k,7hAd8c6cTdQs6sQh8d,-300|300,DeepStack,sturc.martin.4 
r300r900f,,,,7h6h9c7d,300|-300,DeepStack,sturc.martin.1 
r300r900f,,,,KcKsJd2h,300|-300,DeepStack,sturc.martin.2 
r200c,k,k,cr600c,Kd8d3cTcJh5cKs4h5h,600|-600,sturc.martin.4,DeepStack 
r200r700c,k,r1400c,r2800c,QhQcJdAsKs4d4h9c3h,2800|-2800,sturc.martin.1,DeepStack 
f,,,,3c4s6h9c,50|-50,DeepStack,sturc.martin.3 
r200c,cr400c,cr1200c,k,Ad9c8c9d8d5dAh7h3h,1200|-1200,sturc.martin.2,DeepStack 
r300f,,,,5hKc6hKs,-100|100,sturc.martin.3,DeepStack 
r300f,,,,Qs3dKs9s,-100|100,DeepStack,sturc.martin.1 
r300f,,,,4h8s7sJh,-100|100,DeepStack,parlavecchio.antonio.3 
f,,,,8cKs4s2h,50|-50,sturc.martin.1,DeepStack 
r300c,k,r600c,cr1200c,8hAsKdKh9dAhTdJs9h,1200|-1200,DeepStack,sturc.martin.1 
r300c,r750c,r1875c,r4687f,8c7s9sAh6s8h9d4hTd,1875|-1875,parlavecchio.antonio.3,DeepStack 
f,,,,Qh9cJc2d,50|-50,DeepStack,sturc.martin.4 
r300f,,,,9s2c9cTs,-100|100,DeepStack,sturc.martin.3 
r300f,,,,Kc2hKs3d,-100|100,DeepStack,sturc.martin.2 
k,k,k,cr300f,4h8d6d9d4sJsTsKs5d,-100|100,sturc.martin.4,DeepStack 
r300f,,,,2d6s4c4h,-100|100,sturc.martin.2,DeepStack 
k,k,cr300f,,Qs5sJh5h7s8cAd3c,-100|100,sturc.martin.3,DeepStack 
k,cr200r500f,,,5hQh7c4cAc9h6h,200|-200,sturc.martin.1,DeepStack 
r300c,cr600c,k,cr1200f,4dKd8dTd2d5hJdTcJs,-600|600,DeepStack,sturc.martin.2 
f,,,,Qd2d3c7s,50|-50,DeepStack,sturc.martin.1 
f,,,,8d3h8s6h,50|-50,DeepStack,sturc.martin.4 
r200f,,,,2h7c4cKs,-100|100,sturc.martin.1,DeepStack 
r300r900f,,,,TcAhQc4h,300|-300,DeepStack,sturc.martin.3 
r300f,,,,Ks7dTh3h,-100|100,sturc.martin.4,DeepStack 
r300c,cr600c,cr1000c,cr2500f,8cQh8h6s8s7hAd2d6h,-1000|1000,DeepStack,sturc.martin.1 
r300c,k,k,k,Qh8d4cJd6hKhTcKsAs,300|-300,sturc.martin.2,DeepStack 
f,,,,8dQh8h2s,50|-50,DeepStack,sturc.martin.4 
k,k,k,cr200f,Ts3d9c3sAc7d2hJc4h,-100|100,sturc.martin.3,DeepStack 
r300f,,,,6sQcAc6d,-100|100,sturc.martin.4,DeepStack 
r200r600c,r1200r1800c,k,cr3600f,ThTdAh2s8cQs3cKsAc,-1800|1800,DeepStack,parlavecchio.antonio.3 
r300f,,,,3d8hKdQs,-100|100,DeepStack,sturc.martin.4 
cr500f,,,,JdAh4h3d,100|-100,sturc.martin.4,DeepStack 
r300r900c,cr1800f,,,ThQh8d9c6d5s6c,-900|900,DeepStack,sturc.martin.2 
r300c,cr600f,,,4cAh6s7dQh6dQd,-300|300,DeepStack,sturc.martin.4 
r300f,,,,3s9c6h7d,-100|100,sturc.martin.1,DeepStack 
f,,,,2c5d3sQh,50|-50,DeepStack,sturc.martin.3 
r300c,cr600f,,,JcTs4c9c7c5hKh,-300|300,DeepStack,sturc.martin.1 
r200c,cr400c,k,r1000c,9c7sQs6cTd8sQc5cAs,-1000|1000,sturc.martin.2,DeepStack 
r300f,,,,Ts4cJs8s,-100|100,sturc.martin.3,DeepStack 
r300f,,,,7hJs4hTs,-100|100,sturc.martin.4,DeepStack 
f,,,,Ad4sTs8c,50|-50,DeepStack,sturc.martin.4 
r300r900f,,,,QcQsKs3s,300|-300,DeepStack,sturc.martin.3 
r300f,,,,5sJhJcAs,-100|100,sturc.martin.1,DeepStack 
r300c,k,r600f,,8s7c2sAh8h6dJs7d,300|-300,sturc.martin.4,DeepStack 
r300c,cr600f,,,7h9s9c7s2hAsKc,-300|300,DeepStack,sturc.martin.1 
r300f,,,,3c7cJc7h,-100|100,sturc.martin.3,DeepStack 
r300c,cr600c,cr1200f,,3sKs6h5h4d2s2c9h,-600|600,DeepStack,sturc.martin.2 
f,,,,Th3d3c6d,50|-50,DeepStack,sturc.martin.4 
f,,,,8d7c3cTd,50|-50,DeepStack,sturc.martin.3 
r300c,k,r600f,,Js9sQh9c4d2h2dJc,300|-300,sturc.martin.4,DeepStack 
k,r300c,r900f,,2c5d2hKh2s3d6hJc,300|-300,parlavecchio.antonio.3,DeepStack 
r300f,,,,5d6sQc7s,-100|100,sturc.martin.3,DeepStack 
r300f,,,,Tc6d5s5c,-100|100,sturc.martin.1,DeepStack 
r300c,cr600c,cr1800c,cr3600f,5dAdTsTc5c8sQcQs3c,-1800|1800,sturc.martin.2,DeepStack 
r300c,k,k,r600c,9dJcTcQsJhJd8dQc3s,600|-600,DeepStack,sturc.martin.1 
f,,,,Kd5cTs2c,50|-50,DeepStack,sturc.martin.3 
r300c,k,k,cr600c,6h7dAs8s9h4sAdAc6d,-600|600,sturc.martin.3,DeepStack 
f,,,,2d5d6h4h,50|-50,DeepStack,sturc.martin.4 
r200f,,,,9d5sJs7c,-100|100,sturc.martin.4,DeepStack 
r200c,cr400c,k,r800c,Ts7c7s6hTc7h8c9s2c,-800|800,sturc.martin.1,DeepStack 
r300c,k,r900c,cr1900f,5s4s6dAcQs8s6hAh4h,-900|900,DeepStack,sturc.martin.4 
f,,,,AcQs8s5c,50|-50,DeepStack,parlavecchio.antonio.3 
r200c,cr400r1200f,,,5h3s4c7h9c5c2h,400|-400,parlavecchio.antonio.3,DeepStack 
r300f,,,,Tc3h8cQh,-100|100,DeepStack,sturc.martin.2 
r300c,k,cr600f,,6d5hJhTsKc8c8sAs,-300|300,DeepStack,sturc.martin.3 
r300c,cr900f,,,9s8s6sTc4cAc2h,-300|300,sturc.martin.2,DeepStack 
r300f,,,,6sQdKh3c,-100|100,DeepStack,sturc.martin.1 
r300c,k,k,cr900c,Td9s9c8c5s6h4hAhTs,900|-900,sturc.martin.4,DeepStack 
r200c,cr600f,,,Ah4s6d7s3s9s8d,-200|200,sturc.martin.1,DeepStack 
r300f,,,,8d3s3cAc,-100|100,DeepStack,parlavecchio.antonio.3 
k,k,cr200f,,2d4cJc9h9s8cTh3c,-100|100,sturc.martin.3,DeepStack 
r300f,,,,6dQc6c8h,-100|100,DeepStack,sturc.martin.2 
k,k,r200c,k,9s6dQc6cJh9hJc6h5h,200|-200,sturc.martin.2,DeepStack 
r300f,,,,8s3cTc8d,-100|100,DeepStack,sturc.martin.1 
r300c,cr600c,cr1200f,,9sKh6c6s8d8h6dJs,-600|600,parlavecchio.antonio.3,DeepStack 
r300c,cr900f,,,9hTh3hQsAs7s5d,-300|300,sturc.martin.1,DeepStack 
r300r900r2400f,,,,Js8s7hAd,-900|900,DeepStack,sturc.martin.3 
r300c,cr600f,,,7d8hJcKdKhQs6s,-300|300,DeepStack,sturc.martin.4 
f,,,,7d4c2s9c,50|-50,DeepStack,sturc.martin.2 
f,,,,8c9c2h7d,50|-50,sturc.martin.4,DeepStack 
cr400f,,,,9sAh6h9c,100|-100,sturc.martin.2,DeepStack 
r200f,,,,2s4h5hAd,-100|100,sturc.martin.3,DeepStack 
r300f,,,,Tc2h5s4d,-100|100,DeepStack,sturc.martin.1 
r300c,k,r600f,,6d4d3dKd4cJs5h6c,300|-300,DeepStack,sturc.martin.4 
f,,,,6dJsKd5s,50|-50,DeepStack,sturc.martin.3 
f,,,,3sTh6sQh,50|-50,DeepStack,parlavecchio.antonio.3 
r200c,k,r500f,,6hAh8cTcAd2h4dJs,200|-200,sturc.martin.1,DeepStack 
r300f,,,,6dJs8d8c,-100|100,DeepStack,sturc.martin.2 
r200c,cr600f,,,QcJd8d9s4d5d2c,-200|200,sturc.martin.3,DeepStack 
r200c,cr600f,,,9c5cKc7dTsQcAd,-200|200,sturc.martin.2,DeepStack 
k,k,k,cr300f,7h6dAdThTd9c9sJs5h,-100|100,sturc.martin.4,DeepStack 
r200c,k,r600c,cr1800f,QsTd2hThJs6h5hKc4d,-600|600,parlavecchio.antonio.3,DeepStack 
r300c,cr600c,cr1200f,,6dAcTc9sKh2s2d7s,-600|600,DeepStack,sturc.martin.1 
r300f,,,,Qh5sKh3s,-100|100,DeepStack,sturc.martin.2 
r300c,cr600f,,,Ad2sKh8s7hJhJc,-300|300,DeepStack,sturc.martin.3 
cr400c,k,k,r600c,As4d6sQhJd3dQd2d3s,600|-600,sturc.martin.2,DeepStack 
f,,,,AhTc4s7h,50|-50,DeepStack,sturc.martin.4 
r300f,,,,Qs9c8c7d,-100|100,sturc.martin.3,DeepStack 
r300r900f,,,,QcKs3d9d,300|-300,sturc.martin.4,DeepStack 
r300f,,,,9d4c4dQh,-100|100,sturc.martin.1,DeepStack 
r300r900c,r1800f,,,9cTcQhJd5c3c7h,900|-900,DeepStack,sturc.martin.3 
r300f,,,,4h5c6d9c,-100|100,DeepStack,sturc.martin.1 
r300c,k,k,r600f,AdTsAh3cQd5dQh9sTc,300|-300,DeepStack,sturc.martin.4 
r300f,,,,Qd5cKs4h,-100|100,DeepStack,sturc.martin.2 
cr400c,k,cr800c,cr2400f,QdAh6dTd4h4c5c3d7c,-800|800,sturc.martin.1,DeepStack 
k,k,cr300r700f,,8h7c4h9d5d5sAc6h,300|-300,sturc.martin.3,DeepStack 
r300f,,,,Jd4hKsAs,-100|100,sturc.martin.2,DeepStack 
f,,,,Qc6hJh6d,50|-50,DeepStack,parlavecchio.antonio.3 
k,k,r300f,,2c2sQc5h2d7hTd9c,100|-100,sturc.martin.4,DeepStack 
f,,,,KdTs2c3s,50|-50,DeepStack,sturc.martin.2 
r300c,k,r900f,,Kc5sAcJc4sQs2c6s,300|-300,parlavecchio.antonio.3,DeepStack 
r300f,,,,9h4d8h2h,-100|100,sturc.martin.2,DeepStack 
f,,,,7d4s8h5s,50|-50,DeepStack,sturc.martin.3 
f,,,,Jc6c9s7h,50|-50,DeepStack,sturc.martin.4 
k,r250f,,,Jc9h6hTh8c4dJs,100|-100,sturc.martin.3,DeepStack 
r300f,,,,Qs8h5d2d,-100|100,sturc.martin.4,DeepStack 
r300c,k,r600c,r1200f,Qs5sKsAd7h3s4s9sJh,600|-600,DeepStack,sturc.martin.2 
f,,,,5s8h2dTc,50|-50,DeepStack,sturc.martin.1 
r300f,,,,3dQc7sKd,-100|100,DeepStack,sturc.martin.4 
cr400c,k,k,cr800f,KdQc9d8s3c5h7c3h4h,-400|400,sturc.martin.1,DeepStack 
f,,,,AsAh4h6c,50|-50,DeepStack,sturc.martin.3 
r200r700c,r1500c,r3200f,,KhKsJhKcQs3c5h5c,1500|-1500,sturc.martin.3,DeepStack 
r200c,cr400r800c,k,r1700c,JsQs8h4h4s9h2sJc9s,1700|-1700,sturc.martin.4,DeepStack 
r300f,,,,4s6hQsJd,-100|100,DeepStack,parlavecchio.antonio.3 
r300c,k,r600f,,9c8d7sQc5s9hAh8c,300|-300,sturc.martin.2,DeepStack 
r300c,r900f,,,4h7h9h3h6s8c6c,300|-300,parlavecchio.antonio.3,DeepStack 
f,,,,2hQc5h9d,50|-50,DeepStack,sturc.martin.1 
f,,,,Th2dQc3s,50|-50,DeepStack,sturc.martin.3 
r300c,cr600f,,,QhKcAcQd9s2s2h,-300|300,sturc.martin.1,DeepStack 
r300r900f,,,,9c7c6hQd,300|-300,DeepStack,sturc.martin.2 
r200c,cr400c,k,k,5d6dTsKcAd2h3sJdAc,-400|400,sturc.martin.3,DeepStack 
r300c,k,cr600f,,Qd5d2h4h8s4s9c8d,-300|300,sturc.martin.2,DeepStack 
r300c,k,k,cr900f,7sJdKc9c2dAs5c6c3c,-300|300,DeepStack,sturc.martin.1 
r300f,,,,Js5hTcAh,-100|100,DeepStack,sturc.martin.4 
r300c,k,k,k,9dJd4dJcQs7c7s2c4c,-300|300,sturc.martin.4,DeepStack 
r300f,,,,4c8hTsAs,-100|100,sturc.martin.1,DeepStack 
r300c,cr600f,,,5cTc6h9h2s6cAd,-300|300,DeepStack,sturc.martin.2 
r300c,k,cr500c,k,Kh9d4h4c6d3sQsTc3c,-500|500,DeepStack,sturc.martin.1 
f,,,,KhQcQs7c,50|-50,DeepStack,sturc.martin.3 
r200f,,,,5s9c3hTh,-100|100,sturc.martin.3,DeepStack 
r200r600f,,,,Ad4h2sTs,200|-200,sturc.martin.2,DeepStack 
r300f,,,,8h6sTcKs,-100|100,DeepStack,sturc.martin.4 
f,,,,9h6d8c2d,50|-50,DeepStack,sturc.martin.3 
